Age,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
112,6,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,6,6,7,8,9,10,11,13,14,16,18,21,23,26,29,32,36,40,45,50,56,62,68,76,84,92,102,112,123,135,148,162,177,193,210,229,249,270,293,317,342,370,399,429,462,496,533,571,611,654,699,746,795,847,901,958,1017,1079,1144,1211,1281,1354,1430,1509,1591,1676,1764,1855,1949,2045,2145,2246,2343,2453,2566,2683,2803,2925,3052,3181,3314,3450
113,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,5,5,6,7,8,9,10,12,13,15,17,19,22,24,27,31,34,38,43,48,53,59,65,72,80,88,97,106,117,128,140,153,168,183,199,216,235,255,276,298,322,348,374,403,433,465,498,534,571,610,652,695,741,788,838,890,945,1001,1061,1122,1186,1253,1322,1394,1468,1545,1623,1699,1784,1872,1963,2056,2153,2252,2354,2459,2567
114,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,5,6,7,8,9,10,11,13,14,16,18,21,23,26,29,33,37,41,45,51,56,62,69,76,84,92,101,111,122,133,145,158,173,188,204,221,239,259,280,302,325,350,376,404,433,464,497,531,567,605,645,686,729,775,822,872,923,977,1032,1090,1149,1207,1271,1338,1408,1480,1554,1630,1709,1791,1875
115,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,3,3,4,4,5,6,6,7,8,9,11,12,14,16,18,20,22,25,28,31,35,39,44,48,54,59,65,72,79,87,96,105,115,126,137,149,162,176,191,207,224,242,261,281,303,325,349,375,402,430,459,490,523,557,593,630,670,710,753,796,839,887,937,989,1043,1099,1156,1216,1278,1342
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,3,3,4,4,5,5,6,7,8,9,10,12,13,15,17,19,22,24,27,30,34,37,42,46,51,56,62,68,75,82,90,99,108,118,128,139,151,164,178,192,208,224,242,260,280,300,322,345,369,394,421,449,478,508,540,571,606,642,680,719,760,803,847,893,941
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,3,3,3,4,5,5,6,7,8,9,10,11,13,15,16,18,21,23,26,29,32,36,39,44,48,53,59,64,71,77,84,92,101,110,119,129,140,152,164,177,191,206,222,238,256,274,294,314,335,357,379,404,430,457,485,515,545,577,611,645
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,3,3,3,4,5,5,6,7,8,9,10,11,13,14,16,18,20,22,25,27,30,34,37,41,45,50,55,60,66,72,78,85,93,101,110,119,129,139,150,162,174,187,201,216,231,246,263,281,300,320,340,362,384,408,432
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,5,6,7,7,8,9,11,12,13,15,17,19,21,23,26,28,31,35,38,42,46,50,55,60,66,72,78,85,92,100,108,116,126,135,145,156,167,179,192,205,219,234,250,266,283
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,5,6,6,7,8,9,10,11,13,14,16,17,19,21,24,26,29,32,35,38,42,46,50,55,60,65,70,76,82,89,96,103,111,120,128,138,148,158,169,181
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
