Age,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
111,197,167,145,128,115,106,99,94,90,88,87,87,87,88,90,93,96,100,105,110,116,123,130,138,147,156,167,178,191,204,219,234,251,269,289,310,332,356,381,408,437,468,501,536,573,613,654,699,746,795,847,903,961,1022,1086,1154,1225,1299,1377,1458,1543,1632,1724,1820,1920,2025,2133,2245,2361,2481,2606,2734,2867,3004,3146,3292,3442,3596,3754,3918,4085,4257,4433,4613,4798,4987,5180,5377,5578,5783,5992,6205,6421,6640,6862,7084,7297,7531,7768,8009,8253,8500,8750,9003,9258,9516
112,95,81,71,63,57,52,49,47,46,45,44,45,45,46,47,49,51,54,57,60,63,67,72,77,82,88,95,102,110,118,127,137,148,160,172,186,200,216,233,251,270,291,313,337,362,389,418,448,481,515,552,591,632,676,722,770,821,875,932,991,1053,1119,1187,1259,1333,1411,1493,1577,1665,1757,1852,1951,2053,2159,2268,2382,2499,2619,2744,2873,3005,3141,3281,3425,3573,3724,3880,4039,4202,4368,4538,4712,4889,5069,5252,5435,5612,5806,6003,6203,6407,6613,6823,7035,7250,7468
113,44,37,33,29,27,25,23,22,22,22,22,22,22,23,24,25,26,27,29,31,33,35,38,41,44,48,52,56,61,66,71,77,84,91,99,108,117,127,137,149,161,175,189,205,222,239,259,279,301,324,349,376,404,434,466,500,536,574,614,656,701,747,797,849,903,960,1019,1082,1147,1215,1286,1359,1436,1516,1599,1685,1774,1866,1962,2061,2163,2269,2378,2490,2606,2725,2847,2973,3102,3234,3369,3508,3650,3795,3942,4090,4234,4391,4552,4715,4882,5051,5223,5398,5575,5755
114,19,16,14,13,12,11,10,10,10,10,10,10,10,11,11,12,13,13,14,15,17,18,19,21,23,25,27,29,32,35,38,42,46,50,55,60,66,72,78,85,93,102,111,121,131,143,155,168,183,198,214,232,251,271,293,315,340,366,393,423,453,486,521,557,595,636,678,723,770,819,871,924,981,1039,1100,1164,1230,1299,1371,1445,1522,1602,1685,1771,1859,1950,2044,2141,2241,2344,2450,2558,2669,2783,2899,3017,3131,3256,3384,3514,3648,3783,3922,4063,4206,4352
115,8,7,6,5,5,5,4,4,4,4,4,4,5,5,5,5,6,6,7,7,8,9,9,10,11,12,13,15,16,18,20,22,24,27,29,32,35,39,43,47,52,57,62,69,75,82,90,98,107,117,127,139,151,164,178,193,209,226,245,264,285,307,331,356,382,410,440,471,504,538,574,613,653,695,739,785,833,883,935,990,1046,1105,1167,1230,1296,1365,1435,1508,1584,1662,1742,1825,1910,1998,2087,2178,2267,2364,2464,2566,2670,2777,2886,2997,3110,3226
116,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,5,5,6,6,7,8,9,10,11,12,13,15,17,18,20,23,25,28,31,34,38,41,46,50,55,61,67,73,80,88,96,105,114,125,136,148,160,174,188,204,221,238,257,277,298,320,344,369,395,423,452,483,515,549,585,622,661,701,744,788,834,882,932,984,1038,1094,1151,1211,1273,1336,1402,1469,1538,1606,1679,1755,1833,1913,1995,2079,2165,2252,2342
117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,5,5,6,7,7,8,9,10,11,13,14,16,18,20,22,24,27,30,33,37,41,45,49,54,60,66,72,79,86,94,103,112,122,133,144,156,169,183,198,213,230,248,266,286,307,329,352,377,403,430,458,488,519,551,585,621,658,697,737,778,822,866,913,961,1010,1061,1111,1166,1222,1280,1340,1401,1464,1529,1595,1663
118,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,5,6,6,7,8,9,10,11,13,14,16,17,19,22,24,27,30,33,36,40,44,49,53,59,64,71,77,84,92,100,109,118,129,139,151,163,176,190,204,220,236,253,272,291,311,332,355,378,403,429,455,484,513,543,575,608,642,678,714,750,790,831,873,916,961,1007,1055,1104,1154
119,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,5,5,6,7,8,9,10,11,12,14,16,17,19,21,24,26,29,32,36,39,43,48,52,57,63,69,75,82,89,97,105,114,123,133,144,155,167,180,193,207,222,238,254,272,290,309,329,350,372,395,418,443,468,494,522,550,580,611,643,676,710,746,782
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,5,5,6,7,8,9,10,11,12,14,15,17,19,21,24,26,29,32,35,38,42,46,51,55,60,66,72,78,85,92,99,107,116,125,135,145,156,167,179,192,205,219,234,249,265,282,299,316,335,355,376,397,419,442,466,491,516
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
